district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
新莊區,房地(土地+建物),新北市新莊區復興路二段２２號五樓之三,13.67,住,,,1110215,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830221,89.7,3,2,2,有,有,10900000,121516,,0,0,陽台外推；,RPWPMLLJLHHGFBF97DA,55.13,0.7,8.52,有
汐止區,車位,新北市汐止區大同路二段２４０號地下一層之１,2.14,都市：其他:第二種住宅區,,,1110210,土地2建物1車位1,地下一層,二十四層,其他,商業用,鋼骨鋼筋混凝土造,850710,56.17,0,0,0,有,有,1880000,,坡道平面,56.17,1880000,僅車位交易；,RPQOMLPLKHHGFDF97DA,0,0,0,有
汐止區,房地(土地+建物),新北市汐止區鄉長路二段２３巷９號三樓,53.51,,山坡地保育區,丙種建築用地,1110226,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830707,120.57,3,2,2,有,有,8000000,66351,,0,0,,RPXNMLOJLHHGFDF38DA,88.93,0.88,10.54,有
瑞芳區,房地(土地+建物),新北市瑞芳區大埔路臺北新城１０號五樓,18.66,,鄉村區,乙種建築用地,1110218,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,811130,51.49,2,1,1,有,無,1800000,34958,,0,0,頂樓加蓋；,RPQNMLLLKHHGFFF67DA,41.79,0,5.42,無
五股區,房地(土地+建物)+車位,新北市五股區芳洲五路９２號九樓,15.09,住,,,1110207,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021014,101.68,2,1,1,有,有,10100000,99331,坡道平面,19.28,0,陽台外推；,RPRRMLOKKHHGFBF97DA,45.4,2.59,8.04,有
中和區,房地(土地+建物),新北市中和區自強路３８巷５弄６號四樓,37.89,住,,,1110204,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680119,87.67,3,2,2,有,無,11200000,127752,,0,0,陽台外推；其他增建；,RPQRMLOJLHHGFHF58EA,87.67,0,0,無
永和區,土地,安樂段1165地號,5.45,住,,,1110223,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1071900,196679,,0,0,,RPXNMLOJLHHGFHF88EA,0,0,0,無
樹林區,車位,新北市樹林區學勤路５０２號二樓等,0,,,,1110208,土地0建物1車位1,,,其他,,,,34.1,0,0,0,有,有,1250000,,坡道平面,34.1,1250000,僅車位交易；,RPWNMLOJLHHGFIF88EA,0,0,0,有
鶯歌區,土地,尖山腳段998地號,120.93,住,,,1110224,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,10974390,90750,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLNJLHHGFIF88EA,0,0,0,無
三重區,車位,新北市三重區仁華街１１８巷２５號３樓等,3.68,工,,,1110223,土地1建物0車位1,,,其他,,,,0,0,0,0,有,有,1500000,,坡道平面,20.67,1500000,僅車位交易；,RPPNMLOJLHHGFGF97EA,0,0,0,有
三重區,房地(土地+建物)+車位,新北市三重區捷運路１１號九樓,9.45,住,,,1110210,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,860616,137.08,3,2,2,有,有,18300000,133499,坡道機械,0,0,,RPQNMLOJLHHGFGF08EA,89.99,1.53,8.91,有
蘆洲區,土地,中山段232-1地號,27.59,都市：其他:道路用地,,,1110223,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,3308041,119900,,0,0,包含公共設施保留地用地；,RPXNMLOJLHHGFGF78EA,0,0,0,無
蘆洲區,土地,中山段232-2地號,2.45,,,,1110218,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,481731,196625,,0,0,包含公共設施保留地用地；,RPOOMLOJLHHGFGF97EA,0,0,0,無
林口區,房地(土地+建物)+車位,新北市林口區麗園一街６巷９號十樓之三,40.53,住,,,1110214,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840707,167.97,3,2,2,有,有,9190000,54712,坡道平面,0,0,,RPXNMLOJLHHGFBF28EA,105.68,0.02,11.43,有
板橋區,土地,江子翠段第三崁小段209-105地號,1.3,都市：其他:人行步道,,,1110224,土地3建物0車位0,,,其他,,,,0,0,0,0,無,無,258850,199115,,0,0,包含公共設施保留地用地；,RPTPMLNJLHHGFAF87EA,0,0,0,無
三峽區,房地(土地+建物),新北市三峽區永安街９５巷２號,67.46,住,,,1110208,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,751214,98.3,3,4,5,有,無,15750000,160224,,0,0,含廚房增建、三樓、四樓增建。,RPXOMLNJLHHGFIF88DA,88.3,5,5,無
樹林區,房地(土地+建物),新北市樹林區學勤路４０６號二十三樓,10.46,商,,,1110211,土地1建物1車位0,二十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971030,95.6,2,2,1,有,有,10500000,109833,,0,0,,RPTNMLNJLHHGFIF38DA,60.43,0,6.09,有
鶯歌區,房地(土地+建物),新北市鶯歌區光復街１５號五樓之１,14.9,商,,,1110221,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,871219,112.57,3,1,2,有,有,4000000,35533,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPQMLNJLHHGFIF28DA,80.53,0,7.14,有
中和區,房地(土地+建物),新北市中和區永和路９３號,33.27,商,,,1110209,土地4建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,740627,121.57,3,2,2,有,無,14700000,120918,,0,0,,RPURMLOJLHHGFHF88DA,98.53,14.25,0,無
中和區,房地(土地+建物),新北市中和區景新街２５６號,4.23,住,,,1110215,土地1建物1車位0,一層，平台,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660125,79.1,0,0,1,有,有,10500000,132743,,0,0,,RPOSMLOJLHHGFHF38DA,79.1,0,0,有
蘆洲區,車位,新北市蘆洲區長興路２２９號,0.15,住,,,1110212,土地1建物1車位1,一層,十層,其他,警衛室,鋼筋混凝土造,940824,38.43,0,0,0,有,有,1700000,,坡道平面,38.42,1700000,僅車位交易；,RPOPMLQKKHHGFGF18DA,0,0,0,有
蘆洲區,車位,新北市蘆洲區長興路２２９號,0.15,住,,,1110214,土地1建物1車位1,一層,十層,其他,警衛室,鋼筋混凝土造,940824,38.43,0,0,0,有,有,2000000,,坡道平面,38.42,2000000,僅車位交易；,RPQPMLQKKHHGFGF38DA,0,0,0,有
三重區,房地(土地+建物),新北市三重區中正北路１６５巷２７號十七樓,11.87,住,,,1110210,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970201,76.18,1,1,1,有,有,10800000,141769,,0,0,,RPPPMLKKKHHGFGF67DA,53.18,0,1.92,有
三重區,房地(土地+建物),新北市三重區自強路三段１１０巷７號四樓之二,10.77,住,,,1110206,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021220,82.82,2,1,1,有,有,13380000,161555,,0,0,,RPOQNLOLKHHGFGF28DA,48.6,4,4.28,有
三重區,房地(土地+建物),新北市三重區仁義街２２５巷３０號二樓,25,住,,,1110218,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690612,73,2,2,1,有,無,6000000,82192,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSWMLNJLHHGFGF98DA,73,0,0,無
蘆洲區,房地(土地+建物),新北市蘆洲區民族路４２２巷８４之１號三樓,13.86,住,,,1110207,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870921,110.01,3,2,2,有,有,14060000,127807,,0,0,,RPTOMLOJLHHGFGF38DA,80.03,0,8.52,有
三重區,房地(土地+建物),新北市三重區重陽路一段１２０巷４號四樓,17.53,商,,,1110213,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,631102,66,4,2,2,有,無,7000000,106061,,0,0,頂樓增建、陽台外推，依使用現況點交陽台外推；頂樓加蓋；,RPSSMLOJLHHGFGF68DA,66,0,0,無
三重區,房地(土地+建物),新北市三重區仁愛街３１５巷３３號二樓,9.25,住,,,1110214,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050106,68.58,2,1,1,有,有,11150000,162584,,0,0,露台、雨遮增建,RPVNMLPJLHHGFGF58DA,41,1.85,3.55,有
三重區,房地(土地+建物),新北市三重區中正北路５１號六樓之二十八,5.87,住,,,1110216,土地1建物1車位0,六層，陽台,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,691009,28,1,1,1,有,有,3900000,139286,,0,0,,RPQQMLNJLHHGFGF18DA,26,0,0,有
三重區,房地(土地+建物),新北市三重區五華街３５巷１８號二樓,24.67,住,,,1110213,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,580805,70.4,3,1,1,有,無,9000000,127841,,0,0,陽台外推；,RPXPMLMJLHHGFGF68DA,70.4,0,0,無
蘆洲區,房地(土地+建物),新北市蘆洲區中正路１３４巷４號五樓,24.02,住,,,1110208,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710902,87.58,4,2,2,有,無,10200000,116465,,0,0,,RPSNMLPJLHHGFGF28DA,75.05,0,12.53,無
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區長安街５７號六樓,21.59,住,,,1110214,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,881029,138.5,4,2,2,有,有,16000000,115523,升降機械,28.32,0,陽台外推；,RPPOMLSJLHHGFGF38DA,82.2,0,11.48,有
三重區,房地(土地+建物)+車位,新北市三重區長榮路６９號二樓之二,12.81,住,,,1110208,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070702,106.72,2,2,1,有,有,16500000,154610,升降機械,20.8,0,,RPSQMLOKKHHGFGF48DA,45.7,3.6,5.29,有
永和區,房地(土地+建物),新北市永和區秀安街１５巷３號,26.04,住,,,1110211,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701207,100.4,3,2,2,有,無,18500000,184263,,0,0,其他增建；,RPUQMLNJLHHGFHF68DA,81.01,11.8,0,無
中和區,土地,南工段231地號,802.53,,,,1110222,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,140014081,174466,,0,0,包含公共設施保留地用地；,RPQSMLOJLHHGFHF58DA,0,0,0,無
中和區,房地(土地+建物),新北市中和區信義街９１號四樓,22.63,住,,,1110212,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751229,107.23,3,2,2,有,無,11350000,105847,,0,0,,RPOPMLRJLHHGFHF38DA,97.1,0,10.13,無
中和區,房地(土地+建物),新北市中和區景平路６０１號十樓之三十六,6.71,工,,,1110212,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,921125,51.22,1,1,1,有,有,7900000,154237,,0,0,夾層；,RPRPMLNJLHHGFHF28DA,29.59,0,3.99,有
中和區,車位,新北市中和區中山路二段２２８號八樓,0.78,商,,,1110218,土地3建物1車位1,八層,十九層,其他,管理員室,鋼筋混凝土造,871120,44.02,0,0,0,有,有,2200000,,坡道平面,47.53,2200000,僅車位交易；,RPXOMLOLKHHGFHF98DA,0,0,0,有
三峽區,房地(土地+建物)+車位,新北市三峽區忠孝街２９之６號九樓,19.45,商,,,1110207,土地2建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000120,199.39,4,2,3,有,有,17280000,86664,坡道平面,33.13,0,,RPRNMLRJLHHGFIF58DA,110.28,4.06,3.84,有
樹林區,房地(土地+建物),新北市樹林區光興街９２號五樓,53.37,,山坡地保育區,丙種建築用地,1110213,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,810825,103.76,4,2,2,有,無,5650000,54453,,0,0,,RPQNMLTKKHHGFIF68DA,91.9,0,9.61,無
三峽區,土地,長泰段118地號,6.28,都市：其他:河川區,,,1110223,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,68853,10964,,0,0,協議價購；,RPTNMLQKKHHGFIF68DA,0,0,0,無
三峽區,土地,長泰段118地號,6.28,都市：其他:河川區,,,1110223,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,68853,10964,,0,0,協議價購；,RPUNMLQKKHHGFIF78DA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區中山路一段１６０之１３號四樓,3.33,都市：其他:第一種特定專用區(都市更新地區),,,1110207,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980427,22.22,0,0,0,無,有,4579727,206108,,0,0,股東與關係人交易，依公司法規定因公司發起設立，以土地、建物抵繳股款之土地、建物有權移轉登記親友、員工、共有人或其他特殊關係間之交易；,RPPOMLLJLHHGFAF17EA,13.55,0.73,0.07,有
土城區,房地(土地+建物),新北市土城區溪頭路２２號,24.5,住,,,1110211,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,760730,92.99,3,2,2,有,無,10580000,113776,,0,0,其他增建；,RPUNMLRJLHHGFAF18EA,75.85,8.7,0,無
汐止區,房地(土地+建物),新北市汐止區仁愛路３３１號七樓,19.23,住,,,1110223,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101027,108.9,3,2,2,有,有,12810857,117639,,0,0,,RPPOMLRJLHHGFDF08EA,66.91,2.22,3.99,有
汐止區,房地(土地+建物),新北市汐止區福德一路７１號十五樓,8.34,住,,,1110209,土地2建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860305,56.09,1,1,1,有,有,6200000,110537,,0,0,,RPQOMLRJLHHGFDF18EA,36.89,0,5.22,有
新店區,土地,雙城段1093-1地號,21.51,都市：其他:已開發建築密集地區,,,1110207,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,565000,26267,,0,0,,RPSNMLRJLHHGFCF18EA,0,0,0,無
新店區,房地(土地+建物),新北市新店區中正路４２９－１號三樓,31.44,住,,,1110215,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730712,106.27,3,2,2,有,無,14700000,138327,,0,0,陽台外推；其他增建；,RPOOMLSJLHHGFCF97EA,98.12,0,8.15,無
淡水區,車位,新北市淡水區民族路６５巷１８號地下二層,0.71,住,,,1110225,土地2建物1車位1,地下二層,十二層,其他,辦公室,鋼筋混凝土造,960124,19.45,0,0,0,有,有,800000,,坡道機械,19.4,800000,僅車位交易；,RPSNMLSJLHHGFEF48EA,0,0,0,有
淡水區,房地(土地+建物)+車位,新北市淡水區坪頂路２８８號八樓,56.47,,山坡地保育區,丙種建築用地,1110216,土地2建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860402,138.97,3,2,2,有,有,6500000,46773,坡道機械,24.16,0,,RPUNMLSJLHHGFEF68EA,71.95,0,10.94,有
淡水區,房地(土地+建物),新北市淡水區新民街１８０巷７弄１７號三樓,8.58,住,,,1110215,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780822,37.36,1,1,1,有,無,1600000,42827,,0,0,,RPVQMLOJLHHGFEF68EA,23.6,0,4.16,無
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區得勝街７６號三樓,19.98,商,,,1110222,土地2建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100630,159.55,3,2,2,有,有,22300000,146205,坡道機械,16.6,1400000,,RPURMLOJLHHGFGF88EA,84.69,4.81,8.62,有
三重區,房地(土地+建物)+車位,新北市三重區興德路８４號十二樓,29.14,工,,,1110211,土地1建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,900628,267.55,0,0,0,無,有,20000000,74752,坡道平面,36.97,0,,RPRNMLRJLHHGFGF48EA,165.5,0,0,有
三重區,房地(土地+建物),新北市三重區重新路四段１７６號,28.1,商,,,1110216,土地1建物1車位0,一層，騎樓,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,891117,339.78,0,0,0,無,有,77000000,226617,,0,0,,RPTNMLRJLHHGFGF68EA,288.84,0,0,有
三峽區,土地,長泰段118地號,6.28,都市：其他:河川區,,,1110223,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,68852,10964,,0,0,協議價購；,RPVNMLRJLHHGFIF09EA,0,0,0,無
三峽區,房地(土地+建物)+車位,新北市三峽區大學路３７之１號二樓,18.74,住,,,1110213,土地1建物2車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941017,147.09,3,2,2,有,有,14700000,115395,坡道平面,32.7,1500000,陽台外推；其他增建；,RPXOMLRJLHHGFIF76EA,57.55,0,9.87,有
永和區,土地,保生段196地號,5.08,住,,,1110223,土地1建物0車位0,,,其他,,,,0,9,0,3,有,無,1880000,370079,,0,0,買賣標的係含土地及未保存登記建物未登記建物；,RPPOMLRJLHHGFHF48EA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區中正路３３８號十八樓之三,17.41,住,,,1110215,土地1建物1車位0,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830531,119.27,3,2,2,有,有,15800000,132473,,0,0,,RPQQMLRJLHHGFAF97DA,81.53,0.86,11.95,有
板橋區,土地,幸福段758地號,10.07,住,,,1110209,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2432000,241509,,0,0,,RPXVMLOJLHHGFAF88DA,0,0,0,無
板橋區,土地,幸福段758地號,109.48,住,,,1110224,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,26496000,242017,,0,0,,RPOWMLOJLHHGFAF08DA,0,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區和平路１００號二樓,26.74,住,,,1110212,土地1建物1車位2,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980522,251.83,4,2,3,有,有,30880000,122622,坡道平面,59.59,0,汽車車位編號279及280號。機車車位編號155號。,RPRPMLOJLHHGFAF67DA,122.78,0,9.81,有
板橋區,房地(土地+建物),新北市板橋區南雅南路二段１４２巷６號二樓之一,40.68,住,,,1110214,土地3建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,170.2,4,2,2,有,有,20000000,117509,,0,0,,RPVNMLMJLHHGFAF67DA,102.54,36.01,12.66,有
新莊區,房地(土地+建物)+車位,新北市新莊區福美街１１號十八樓,22.17,商,,,1110215,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091120,223.88,3,2,2,有,有,23920000,118745,坡道平面,38.02,1850000,親友、員工、共有人或其他特殊關係間之交易；,RPOUMLPKKHHGFBF08DA,109.82,7.96,6.66,有
新莊區,房地(土地+建物)+車位,新北市新莊區福美街９號十八樓,21.76,商,,,1110215,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091120,223.2,3,2,2,有,有,23720000,118101,坡道平面,38.02,1850000,親友、員工、共有人或其他特殊關係間之交易；,RPPUMLPKKHHGFBF18DA,108.39,9.63,6.54,有
泰山區,房地(土地+建物),新北市泰山區明志路二段１３６巷１８弄５號五樓,32.48,住,,,1110212,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740708,114.91,4,2,2,有,無,7700000,67009,,0,0,,RPPNMLMKKHHGFBF17DA,106.01,0,8.9,無
